name,shape,num_params,mean,std,min,max
down1.net.0.weight,"[16, 1, 3, 3]",144,-0.04011213779449463,0.2124030739068985,-0.41817036271095276,0.619834303855896
down1.net.1.weight,[16],16,0.8766794800758362,0.21915769577026367,0.5719626545906067,1.2233843803405762
down1.net.1.bias,[16],16,-0.09337484836578369,0.23632653057575226,-0.4807005226612091,0.25921696424484253
down1.net.1.running_mean,[16],16,-0.05735021084547043,0.09464986622333527,-0.22812892496585846,0.058200716972351074
down1.net.1.running_var,[16],16,0.012486078776419163,0.016103412955999374,0.0003068285877816379,0.0495915450155735
down1.net.1.num_batches_tracked,[],1,7092.0,0.0,7092.0,7092.0
down1.net.3.weight,"[16, 16, 3, 3]",2304,-0.018851570785045624,0.10097905993461609,-0.48945191502571106,0.32558080554008484
down1.net.4.weight,[16],16,0.9458832740783691,0.1244892030954361,0.7627338171005249,1.1845393180847168
down1.net.4.bias,[16],16,-0.15695558488368988,0.09058579057455063,-0.31916654109954834,-0.017391063272953033
down1.net.4.running_mean,[16],16,-0.9448915123939514,1.242964506149292,-3.3457517623901367,0.912831723690033
down1.net.4.running_var,[16],16,4.798551082611084,5.998244285583496,0.7343751788139343,20.403514862060547
down1.net.4.num_batches_tracked,[],1,7092.0,0.0,7092.0,7092.0
down2.net.0.weight,"[32, 16, 3, 3]",4608,-0.016474105417728424,0.09990192204713821,-0.43537628650665283,0.35030117630958557
down2.net.1.weight,[32],32,0.9641587138175964,0.12609447538852692,0.6554625034332275,1.2110861539840698
down2.net.1.bias,[32],32,-0.13149382174015045,0.09100981056690216,-0.36406463384628296,0.04373541846871376
down2.net.1.running_mean,[32],32,-0.8508498668670654,0.9043699502944946,-2.706418991088867,1.1405353546142578
down2.net.1.running_var,[32],32,2.9020204544067383,2.7953169345855713,0.9492929577827454,13.923462867736816
down2.net.1.num_batches_tracked,[],1,7092.0,0.0,7092.0,7092.0
down2.net.3.weight,"[32, 32, 3, 3]",9216,-0.012496457435190678,0.09449086338281631,-0.3625074625015259,0.33319154381752014
down2.net.4.weight,[32],32,0.9985692501068115,0.10456941276788712,0.7728385925292969,1.1827495098114014
down2.net.4.bias,[32],32,-0.169350728392601,0.07834310084581375,-0.314864844083786,-0.030259670689702034
down2.net.4.running_mean,[32],32,-1.0250900983810425,1.0188268423080444,-2.4493391513824463,0.9037835597991943
